order_number,quantity_ordered,price_each,order_line_number,sales,order_date,days_since_last_order,status,product_line,man_suggested_retail_price,product_code 
10278,29,129.45,5,3754.05,2019-08-06,912,Shipped,Classic Cars,142,S18_1984
10287,24,146.52,3,3516.48,2019-08-30,889,Shipped,Classic Cars,142,S18_1984
10301,47,159.32,7,7488.04,2018-10-05,1219,Shipped,Classic Cars,142,S18_1984
10310,24,143.67,1,3448.08,2019-10-16,844,Shipped,Classic Cars,142,S18_1984
10321,25,149.36,9,3734,2019-11-04,826,Shipped,Classic Cars,142,S18_1984
10331,30,32.47,8,974.1,2019-11-17,814,Shipped,Classic Cars,142,S18_1984
10342,22,143.67,3,3160.74,2019-11-24,808,Shipped,Classic Cars,142,S18_1984
10356,27,64.69,2,1746.63,2019-12-09,794,Shipped,Classic Cars,142,S18_1984
10366,34,123.76,3,4207.84,2020-01-10,763,Shipped,Classic Cars,142,S18_1984
10377,36,120.91,6,4352.76,2020-02-09,734,Shipped,Classic Cars,142,S18_1984
10390,34,43.05,15,1463.7,2020-03-04,711,Shipped,Classic Cars,142,S18_1984
10406,48,149.36,2,7169.28,2020-04-15,670,Disputed,Classic Cars,142,S18_1984
10419,34,135.14,4,4594.76,2020-05-17,639,Shipped,Classic Cars,142,S18_1984
10104,24,144.08,8,3457.92,2018-01-31,1477,Shipped,Classic Cars,163,S18_2238
10115,46,160.46,4,7381.16,2018-04-04,1415,Shipped,Classic Cars,163,S18_2238
10127,45,158.82,10,7146.9,2018-06-03,1356,Shipped,Classic Cars,163,S18_2238
10141,39,152.27,4,5938.53,2018-08-01,1298,Shipped,Classic Cars,163,S18_2238
10151,43,165.37,2,7110.91,2018-09-21,1248,Shipped,Classic Cars,163,S18_2238
10165,29,173.55,11,5032.95,2018-10-22,1218,Shipped,Classic Cars,163,S18_2238
10176,20,183.38,10,3667.6,2018-11-06,1204,Shipped,Classic Cars,163,S18_2238
10184,46,160.46,5,7381.16,2018-11-14,1197,Shipped,Classic Cars,163,S18_2238
10195,27,189.93,5,5128.11,2018-11-25,1187,Shipped,Classic Cars,163,S18_2238
10207,44,160.46,6,7060.24,2018-12-09,1174,Shipped,Classic Cars,163,S18_2238
10219,43,196.48,1,8448.64,2019-02-10,1112,Shipped,Classic Cars,163,S18_2238
10230,49,148.99,8,7300.51,2019-03-15,1080,Shipped,Classic Cars,163,S18_2238
10246,40,163.73,4,6549.2,2019-05-05,1030,Shipped,Classic Cars,163,S18_2238
10259,30,189.93,3,5697.9,2019-06-15,990,Shipped,Classic Cars,163,S18_2238
10271,50,183.38,4,9169,2019-07-20,956,Shipped,Classic Cars,163,S18_2238
10282,23,140.81,13,3238.63,2019-08-20,926,Shipped,Classic Cars,163,S18_2238
10292,26,175.19,7,4554.94,2019-09-08,908,Shipped,Classic Cars,163,S18_2238
10305,27,145.72,4,3934.44,2019-10-13,874,Shipped,Classic Cars,163,S18_2238
10314,42,137.53,13,5776.26,2019-10-22,866,Shipped,Classic Cars,163,S18_2238
10324,47,153.35,8,7207.45,2019-11-05,853,Shipped,Classic Cars,163,S18_2238
10336,49,152.26,6,7460.74,2019-11-20,839,Shipped,Classic Cars,163,S18_2238
10349,38,176.83,8,6719.54,2019-12-01,829,Shipped,Classic Cars,163,S18_2238
10358,20,121.4,10,2428,2019-12-10,821,Shipped,Classic Cars,163,S18_2238
10371,25,104.09,7,2602.25,2020-01-23,778,Shipped,Classic Cars,163,S18_2238
10382,25,88,5,2200,2020-02-17,754,Shipped,Classic Cars,163,S18_2238
10412,41,163.73,4,6712.93,2020-05-03,679,Shipped,Classic Cars,163,S18_2238
10425,28,189.93,3,5318.04,2020-05-31,652,In Process,Classic Cars,163,S18_2238
10100,50,67.8,2,3390,2018-01-06,1529,Shipped,Vintage Cars,60,S18_2248
10110,32,50.25,6,1608,2018-03-18,1459,Shipped,Vintage Cars,60,S18_2248
10124,42,53.88,5,2262.96,2018-05-21,1396,Shipped,Vintage Cars,60,S18_2248
10149,24,62.36,10,1496.64,2018-09-12,1283,Shipped,Vintage Cars,60,S18_2248
10173,26,57.51,12,1495.26,2018-11-05,1230,Shipped,Vintage Cars,60,S18_2248
10182,38,61.15,9,2323.7,2018-11-12,1224,Shipped,Vintage Cars,60,S18_2248
10193,42,59.33,13,2491.86,2018-11-21,1216,Shipped,Vintage Cars,60,S18_2248
10204,23,71.44,3,1643.12,2018-12-02,1206,Shipped,Vintage Cars,60,S18_2248
10214,21,62.96,6,1322.16,2019-01-26,1152,Shipped,Vintage Cars,60,S18_2248
10227,28,50.85,9,1423.8,2019-03-02,1118,Shipped,Vintage Cars,60,S18_2248
10241,33,72.65,1,2397.45,2019-04-13,1077,Shipped,Vintage Cars,60,S18_2248
10280,25,62.96,15,1574,2019-08-17,952,Shipped,Vintage Cars,60,S18_2248
10288,28,61.75,4,1729,2019-09-01,938,Shipped,Vintage Cars,60,S18_2248
10303,46,49.04,2,2255.84,2019-10-06,904,Shipped,Vintage Cars,60,S18_2248
10312,30,61.15,16,1834.5,2019-10-21,890,Shipped,Vintage Cars,60,S18_2248
10332,38,84.25,9,3201.5,2019-11-17,864,Shipped,Vintage Cars,60,S18_2248
10344,40,56.91,2,2276.4,2019-11-25,857,Shipped,Vintage Cars,60,S18_2248
10367,45,197.44,4,8884.8,2020-01-12,810,Resolved,Vintage Cars,60,S18_2248
10379,27,49.3,1,1331.1,2020-02-10,782,Shipped,Vintage Cars,60,S18_2248
10407,42,72.65,1,3051.3,2020-04-22,711,On Hold,Vintage Cars,60,S18_2248
10420,36,63.57,4,2288.52,2020-05-29,675,In Process,Vintage Cars,60,S18_2248
10104,29,130.09,12,3772.61,2018-01-31,1525,Shipped,Trucks and Buses,122,S18_2319
10114,39,106.78,3,4164.42,2018-04-01,1466,Shipped,Trucks and Buses,122,S18_2319
10127,45,139.91,14,6295.95,2018-06-03,1404,Shipped,Trucks and Buses,122,S18_2319
10141,47,133.78,8,6287.66,2018-08-01,1346,Shipped,Trucks and Buses,122,S18_2319
10151,49,110.46,6,5412.54,2018-09-21,1296,Shipped,Trucks and Buses,122,S18_2319
10165,46,130.09,15,5984.14,2018-10-22,1266,Shipped,Trucks and Buses,122,S18_2319
10175,48,122.73,4,5891.04,2018-11-06,1252,Shipped,Trucks and Buses,122,S18_2319
10184,46,130.09,9,5984.14,2018-11-14,1245,Shipped,Trucks and Buses,122,S18_2319
10195,35,103.09,9,3608.15,2018-11-25,1235,Shipped,Trucks and Buses,122,S18_2319
10207,43,133.78,10,5752.54,2018-12-09,1222,Shipped,Trucks and Buses,122,S18_2319
10229,26,144.82,4,3765.32,2019-03-11,1131,Shipped,Trucks and Buses,122,S18_2319
10246,22,98.18,8,2159.96,2019-05-05,1077,Shipped,Trucks and Buses,122,S18_2319
10259,34,99.41,7,3379.94,2019-06-15,1037,Shipped,Trucks and Buses,122,S18_2319
10271,50,101.87,8,5093.5,2019-07-20,1003,Shipped,Trucks and Buses,122,S18_2319
10281,48,120.28,4,5773.44,2019-08-19,974,Shipped,Trucks and Buses,122,S18_2319
10292,41,110.46,11,4528.86,2019-09-08,955,Shipped,Trucks and Buses,122,S18_2319
10305,36,133.78,8,4816.08,2019-10-13,921,Shipped,Trucks and Buses,122,S18_2319
10313,29,117.82,2,3416.78,2019-10-22,913,Shipped,Trucks and Buses,122,S18_2319
10324,33,37.48,10,1236.84,2019-11-05,900,Shipped,Trucks and Buses,122,S18_2319
10334,46,126.41,6,5814.86,2019-11-19,887,On Hold,Trucks and Buses,122,S18_2319
10349,38,137.46,7,5223.48,2019-12-01,876,Shipped,Trucks and Buses,122,S18_2319
10358,20,36.42,11,728.4,2019-12-10,868,Shipped,Trucks and Buses,122,S18_2319
10370,22,179.5,5,3949,2020-01-20,828,Shipped,Trucks and Buses,122,S18_2319
10383,27,142.37,11,3843.99,2020-02-22,796,Shipped,Trucks and Buses,122,S18_2319
10412,56,98.18,8,5498.08,2020-05-03,726,Shipped,Trucks and Buses,122,S18_2319
10425,38,99.41,7,3777.58,2020-05-31,699,In Process,Trucks and Buses,122,S18_2319
10101,25,151.28,4,3782,2018-01-09,1573,Shipped,Vintage Cars,127,S18_2325
10110,33,116.96,4,3859.68,2018-03-18,1506,Shipped,Vintage Cars,127,S18_2325
10124,42,105.52,3,4431.84,2018-05-21,1443,Shipped,Vintage Cars,127,S18_2325
10149,33,150.01,8,4950.33,2018-09-12,1330,Shipped,Vintage Cars,127,S18_2325
10173,31,144.93,10,4492.83,2018-11-05,1277,Shipped,Vintage Cars,127,S18_2325
10182,20,110.6,7,2212,2018-11-12,1271,Shipped,Vintage Cars,127,S18_2325
10193,44,105.52,11,4642.88,2018-11-21,1263,Shipped,Vintage Cars,127,S18_2325
10204,26,123.32,1,3206.32,2018-12-02,1253,Shipped,Vintage Cars,127,S18_2325
10214,27,133.49,4,3604.23,2019-01-26,1199,Shipped,Vintage Cars,127,S18_2325
10227,46,152.56,7,7017.76,2019-03-02,1165,Shipped,Vintage Cars,127,S18_2325
10243,47,130.94,2,6154.18,2019-04-26,1111,Shipped,Vintage Cars,127,S18_2325
10280,37,128.4,13,4750.8,2019-08-17,999,Shipped,Vintage Cars,127,S18_2325
10288,31,123.32,2,3822.92,2019-09-01,985,Shipped,Vintage Cars,127,S18_2325
10304,24,101.7,17,2440.8,2019-10-11,946,Shipped,Vintage Cars,127,S18_2325
10312,31,152.56,14,4729.36,2019-10-21,937,Shipped,Vintage Cars,127,S18_2325
10322,50,250.73,6,12536.5,2019-11-04,924,Shipped,Vintage Cars,127,S18_2325
10332,35,64.69,8,2264.15,2019-11-17,912,Shipped,Vintage Cars,127,S18_2325
10344,30,130.94,3,3928.2,2019-11-25,905,Shipped,Vintage Cars,127,S18_2325
10356,29,125.18,3,3630.22,2019-12-09,892,Shipped,Vintage Cars,127,S18_2325
10367,27,155.41,5,4196.07,2020-01-12,859,Resolved,Vintage Cars,127,S18_2325
10380,40,123.29,10,4931.6,2020-02-16,825,Shipped,Vintage Cars,127,S18_2325
10390,31,98.99,16,3068.69,2020-03-04,809,Shipped,Vintage Cars,127,S18_2325
10409,6,130.94,2,785.64,2020-04-23,760,Shipped,Vintage Cars,127,S18_2325
10420,45,110.6,2,4977,2020-05-29,725,In Process,Vintage Cars,127,S18_2325
10103,22,54.09,2,1189.98,2018-01-29,1577,Shipped,Trucks and Buses,60,S18_2432
10114,45,68.67,6,3090.15,2018-04-01,1516,Shipped,Trucks and Buses,60,S18_2432
10126,43,65.02,2,2795.86,2018-05-28,1460,Shipped,Trucks and Buses,60,S18_2432
10140,46,61.99,2,2851.54,2018-07-24,1404,Shipped,Trucks and Buses,60,S18_2432
10151,39,69.28,9,2701.92,2018-09-21,1346,Shipped,Trucks and Buses,60,S18_2432
10165,31,71.1,18,2204.1,2018-10-22,1316,Shipped,Trucks and Buses,60,S18_2432
10175,41,69.28,7,2840.48,2018-11-06,1302,Shipped,Trucks and Buses,60,S18_2432
10184,44,60.16,12,2647.04,2018-11-14,1295,Shipped,Trucks and Buses,60,S18_2432
10194,45,70.49,2,3172.05,2018-11-25,1285,Shipped,Trucks and Buses,60,S18_2432
10207,37,69.89,13,2585.93,2018-12-09,1272,Shipped,Trucks and Buses,60,S18_2432
10217,35,61.38,2,2148.3,2019-02-04,1216,Shipped,Trucks and Buses,60,S18_2432
10229,28,59.55,7,1667.4,2019-03-11,1182,Shipped,Trucks and Buses,60,S18_2432
10246,30,61.99,11,1859.7,2019-05-05,1128,Shipped,Trucks and Buses,60,S18_2432
10259,30,49.22,10,1476.6,2019-06-15,1088,Shipped,Trucks and Buses,60,S18_2432
10271,25,69.28,11,1732,2019-07-20,1054,Shipped,Trucks and Buses,60,S18_2432
10281,29,57.73,7,1674.17,2019-08-19,1025,Shipped,Trucks and Buses,60,S18_2432
10291,26,57.73,2,1500.98,2019-09-08,1006,Shipped,Trucks and Buses,60,S18_2432
10305,41,53.48,11,2192.68,2019-10-13,972,Shipped,Trucks and Buses,60,S18_2432
10313,34,52.87,5,1797.58,2019-10-22,964,Shipped,Trucks and Buses,60,S18_2432
10322,35,61.21,11,2142.35,2019-11-04,952,Shipped,Trucks and Buses,60,S18_2432
10334,34,61.38,1,2086.92,2019-11-19,938,On Hold,Trucks and Buses,60,S18_2432
10347,50,136.69,8,6834.5,2019-11-29,929,Shipped,Trucks and Buses,60,S18_2432
10357,41,61.99,7,2541.59,2019-12-10,919,Shipped,Trucks and Buses,60,S18_2432
10370,22,96.86,7,2130.92,2020-01-20,879,Shipped,Trucks and Buses,60,S18_2432
10391,44,38.5,5,1694,2020-03-09,831,Shipped,Trucks and Buses,60,S18_2432
10412,47,61.99,11,2913.53,2020-05-03,777,Shipped,Trucks and Buses,60,S18_2432
10425,19,49.22,10,935.18,2020-05-31,750,In Process,Trucks and Buses,60,S18_2432
10106,34,90.39,2,3073.26,2018-02-17,1585,Shipped,Planes,84,S18_2581
10120,29,71.81,8,2082.49,2018-04-29,1515,Shipped,Planes,84,S18_2581
10133,49,69.27,3,3394.23,2018-06-27,1457,Shipped,Planes,84,S18_2581
10145,30,85.32,14,2559.6,2018-08-25,1399,Shipped,Planes,84,S18_2581
10168,21,70.96,9,1490.16,2018-10-28,1336,Shipped,Planes,84,S18_2581
10210,50,76.88,7,3844,2019-01-12,1261,Shipped,Planes,84,S18_2581
10223,47,100.53,9,4724.91,2019-02-20,1223,Shipped,Planes,84,S18_2581
10235,24,76.03,3,1824.72,2019-04-02,1183,Shipped,Planes,84,S18_2581
10250,27,98.84,4,2668.68,2019-05-11,1145,Shipped,Planes,84,S18_2581
10263,33,86.17,10,2843.61,2019-06-28,1098,Shipped,Planes,84,S18_2581
10275,35,90.39,9,3163.65,2019-07-23,1074,Shipped,Planes,84,S18_2581
10284,31,71.81,1,2226.11,2019-08-21,1046,Shipped,Planes,84,S18_2581
10297,25,82.79,4,2069.75,2019-09-16,1021,Shipped,Planes,84,S18_2581
10308,27,82.79,7,2235.33,2019-10-15,993,Shipped,Planes,84,S18_2581
10318,31,100.53,9,3116.43,2019-11-02,976,Shipped,Planes,84,S18_2581
10327,45,106.26,8,4781.7,2019-11-10,969,Resolved,Planes,84,S18_2581
10339,27,104.1,2,2810.7,2019-11-23,957,Shipped,Planes,84,S18_2581
10353,27,130.21,1,3515.67,2019-12-04,947,Shipped,Planes,84,S18_2581
10374,42,69.27,2,2909.34,2020-02-02,888,Shipped,Planes,84,S18_2581
10386,21,74.77,18,1570.17,2020-03-01,861,Resolved,Planes,84,S18_2581
10398,34,76.88,15,2613.92,2020-03-30,833,Shipped,Planes,84,S18_2581
10401,42,76.03,3,3193.26,2020-04-03,830,On Hold,Planes,84,S18_2581
10416,15,98.84,4,1482.6,2020-05-10,794,Shipped,Planes,84,S18_2581
10107,29,70.87,6,2055.23,2018-02-24,1601,Shipped,Motorcycles,60,S18_2625
10120,46,58.15,4,2674.9,2018-04-29,1538,Shipped,Motorcycles,60,S18_2625
10134,30,61.78,6,1853.4,2018-07-01,1476,Shipped,Motorcycles,60,S18_2625
10145,30,49.67,10,1490.1,2018-08-25,1422,Shipped,Motorcycles,60,S18_2625
10168,46,61.18,5,2814.28,2018-10-28,1359,Shipped,Motorcycles,60,S18_2625
10180,25,64.2,13,1605,2018-11-11,1346,Shipped,Motorcycles,60,S18_2625
10188,32,65.42,5,2093.44,2018-11-18,1340,Shipped,Motorcycles,60,S18_2625
10210,40,49.67,3,1986.8,2019-01-12,1286,Shipped,Motorcycles,60,S18_2625
10223,28,60.57,5,1695.96,2019-02-20,1248,Shipped,Motorcycles,60,S18_2625
10236,23,55.72,2,1281.56,2019-04-03,1207,Shipped,Motorcycles,60,S18_2625
10251,29,61.18,6,1774.22,2019-05-18,1163,Shipped,Motorcycles,60,S18_2625
10263,34,58.75,6,1997.5,2019-06-28,1123,Shipped,Motorcycles,60,S18_2625
10275,37,63.6,5,2353.2,2019-07-23,1099,Shipped,Motorcycles,60,S18_2625
10285,20,49.06,10,981.2,2019-08-27,1065,Shipped,Motorcycles,60,S18_2625
10298,32,48.46,2,1550.72,2019-09-27,1035,Shipped,Motorcycles,60,S18_2625
10308,34,52.09,3,1771.06,2019-10-15,1018,Shipped,Motorcycles,60,S18_2625
10318,42,52.7,5,2213.4,2019-11-02,1001,Shipped,Motorcycles,60,S18_2625
10329,38,138.58,12,5266.04,2019-11-15,989,Shipped,Motorcycles,60,S18_2625
10339,30,62.16,1,1864.8,2019-11-23,982,Shipped,Motorcycles,60,S18_2625
10362,23,49.67,3,1142.41,2020-01-05,940,Shipped,Motorcycles,60,S18_2625
10374,22,53.3,4,1172.6,2020-02-02,913,Shipped,Motorcycles,60,S18_2625
10389,39,179,5,6981,2020-03-03,884,Shipped,Motorcycles,60,S18_2625
10402,55,55.72,2,3064.6,2020-04-07,850,Shipped,Motorcycles,60,S18_2625
10417,36,61.18,6,2202.48,2020-05-13,815,Disputed,Motorcycles,60,S18_2625
10101,26,145.13,1,3773.38,2018-01-09,1671,Shipped,Vintage Cars,168,S18_2795
10110,31,163.69,1,5074.39,2018-03-18,1604,Shipped,Vintage Cars,168,S18_2795
10125,34,190.69,2,6483.46,2018-05-21,1541,Shipped,Vintage Cars,168,S18_2795
10139,41,194.06,8,7956.46,2018-07-16,1486,Shipped,Vintage Cars,168,S18_2795
10149,23,183.94,5,4230.62,2018-09-12,1429,Shipped,Vintage Cars,168,S18_2795
10173,22,156.94,7,3452.68,2018-11-05,1376,Shipped,Vintage Cars,168,S18_2795
10182,21,145.13,4,3047.73,2018-11-12,1370,Shipped,Vintage Cars,168,S18_2795
10193,22,167.06,8,3675.32,2018-11-21,1362,Shipped,Vintage Cars,168,S18_2795
10205,40,187.31,3,7492.4,2018-12-03,1351,Shipped,Vintage Cars,168,S18_2795
10214,50,190.69,1,9534.5,2019-01-26,1298,Shipped,Vintage Cars,168,S18_2795
10227,29,192.38,4,5579.02,2019-03-02,1264,Shipped,Vintage Cars,168,S18_2795
10244,43,138.38,8,5950.34,2019-04-29,1207,Shipped,Vintage Cars,168,S18_2795
10255,24,155.25,1,3726,2019-06-04,1172,Shipped,Vintage Cars,168,S18_2795
10280,22,202.5,10,4455,2019-08-17,1099,Shipped,Vintage Cars,168,S18_2795
10289,43,192.38,3,8272.34,2019-09-03,1083,Shipped,Vintage Cars,168,S18_2795
10304,20,178.88,14,3577.6,2019-10-11,1046,Shipped,Vintage Cars,168,S18_2795
10312,25,155.25,11,3881.25,2019-10-21,1037,Shipped,Vintage Cars,168,S18_2795
10322,36,161.04,2,5797.44,2019-11-04,1024,Shipped,Vintage Cars,168,S18_2795
10332,24,52.67,1,1264.08,2019-11-17,1012,Shipped,Vintage Cars,168,S18_2795
10347,21,229.3,6,4815.3,2019-11-29,1001,Shipped,Vintage Cars,168,S18_2795
10356,30,148.74,1,4462.2,2019-12-09,992,Shipped,Vintage Cars,168,S18_2795
10367,32,94.79,7,3033.28,2020-01-12,959,Resolved,Vintage Cars,168,S18_2795
10380,21,47.18,8,990.78,2020-02-16,925,Shipped,Vintage Cars,168,S18_2795
10390,26,78.11,7,2030.86,2020-03-04,909,Shipped,Vintage Cars,168,S18_2795
10421,35,155.25,1,5433.75,2020-05-29,824,In Process,Vintage Cars,168,S18_2795
10109,26,121.44,1,3157.44,2018-03-10,1636,Shipped,Classic Cars,132,S18_2870
10123,46,112.2,3,5161.2,2018-05-20,1566,Shipped,Classic Cars,132,S18_2870
10137,37,117.48,3,4346.76,2018-07-10,1516,Shipped,Classic Cars,132,S18_2870
10148,27,130.68,10,3528.36,2018-09-11,1454,Shipped,Classic Cars,132,S18_2870
10161,23,138.6,9,3187.8,2018-10-17,1419,Shipped,Classic Cars,132,S18_2870
10172,39,154.44,7,6023.16,2018-11-05,1401,Shipped,Classic Cars,132,S18_2870
10181,27,143.88,3,3884.76,2018-11-12,1395,Shipped,Classic Cars,132,S18_2870
10192,38,130.68,8,4965.84,2018-11-20,1388,Shipped,Classic Cars,132,S18_2870
10204,27,154.44,14,4169.88,2018-12-02,1377,Shipped,Classic Cars,132,S18_2870
10212,40,122.76,7,4910.4,2019-01-16,1333,Shipped,Classic Cars,132,S18_2870
10226,24,134.64,5,3231.36,2019-02-26,1293,Shipped,Classic Cars,132,S18_2870
10241,44,155.76,12,6853.44,2019-04-13,1248,Shipped,Classic Cars,132,S18_2870
10253,37,139.92,2,5177.04,2019-06-01,1200,Cancelled,Classic Cars,132,S18_2870
10266,20,141.24,3,2824.8,2019-07-06,1166,Shipped,Classic Cars,132,S18_2870
10278,39,110.88,3,4324.32,2019-08-06,1136,Shipped,Classic Cars,132,S18_2870
10287,44,114.84,1,5052.96,2019-08-30,1113,Shipped,Classic Cars,132,S18_2870
10301,22,146.52,5,3223.44,2018-10-05,1443,Shipped,Classic Cars,132,S18_2870
10311,43,122.76,10,5278.68,2019-10-16,1068,Shipped,Classic Cars,132,S18_2870
10321,27,105.6,7,2851.2,2019-11-04,1050,Shipped,Classic Cars,132,S18_2870
10331,26,64.9,10,1687.4,2019-11-17,1038,Shipped,Classic Cars,132,S18_2870
10343,25,52.32,3,1308,2019-11-24,1032,Shipped,Classic Cars,132,S18_2870
10366,49,125.4,2,6144.6,2020-01-10,986,Shipped,Classic Cars,132,S18_2870
10379,29,176.8,5,5127.2,2020-02-10,956,Shipped,Classic Cars,132,S18_2870
10407,41,155.76,12,6386.16,2020-04-22,885,On Hold,Classic Cars,132,S18_2870
10419,55,139.92,2,7695.6,2020-05-17,861,Shipped,Classic Cars,132,S18_2870
10103,27,83.07,12,2242.89,2018-01-29,1701,Shipped,Vintage Cars,101,S18_2949
10112,23,110.43,2,2539.89,2018-03-24,1648,Shipped,Vintage Cars,101,S18_2949
10126,31,90.17,12,2795.27,2018-05-28,1584,Shipped,Vintage Cars,101,S18_2949
10139,46,120.56,1,5545.76,2018-07-16,1536,Shipped,Vintage Cars,101,S18_2949
10150,47,91.18,9,4285.46,2018-09-19,1472,Shipped,Vintage Cars,101,S18_2949
10163,31,107.39,2,3329.09,2018-10-20,1442,Shipped,Vintage Cars,101,S18_2949
10174,46,121.57,5,5592.22,2018-11-06,1426,Shipped,Vintage Cars,101,S18_2949
10183,37,89.15,9,3298.55,2018-11-13,1420,Shipped,Vintage Cars,101,S18_2949
10193,28,93.21,1,2609.88,2018-11-21,1413,Shipped,Vintage Cars,101,S18_2949
10206,37,90.17,7,3336.29,2018-12-05,1400,Shipped,Vintage Cars,101,S18_2949
10215,49,112.45,4,5510.05,2019-01-29,1346,Shipped,Vintage Cars,101,S18_2949
10228,24,104.35,3,2504.4,2019-03-10,1307,Shipped,Vintage Cars,101,S18_2949
10244,30,117.52,1,3525.6,2019-04-29,1258,Shipped,Vintage Cars,101,S18_2949
10257,50,88.14,1,4407,2019-06-14,1213,Shipped,Vintage Cars,101,S18_2949
10270,31,96.24,10,2983.44,2019-07-19,1179,Shipped,Vintage Cars,101,S18_2949
10280,46,111.44,3,5126.24,2019-08-17,1151,Shipped,Vintage Cars,101,S18_2949
10291,47,121.57,12,5713.79,2019-09-08,1130,Shipped,Vintage Cars,101,S18_2949
10304,46,100.3,7,4613.8,2019-10-11,1098,Shipped,Vintage Cars,101,S18_2949
10312,37,100.3,4,3711.1,2019-10-21,1089,Shipped,Vintage Cars,101,S18_2949
10322,33,106.81,12,3524.73,2019-11-04,1076,Shipped,Vintage Cars,101,S18_2949
10347,48,100.3,9,4814.4,2019-11-29,1052,Shipped,Vintage Cars,101,S18_2949
10357,41,87.13,6,3572.33,2019-12-10,1042,Shipped,Vintage Cars,101,S18_2949
10369,42,109.08,1,4581.36,2020-01-20,1002,Shipped,Vintage Cars,101,S18_2949
10391,32,45.25,6,1448,2020-03-09,954,Shipped,Vintage Cars,101,S18_2949
10423,10,88.14,1,881.4,2020-05-30,873,In Process,Vintage Cars,101,S18_2949
10103,35,57.46,14,2011.1,2018-01-29,1726,Shipped,Vintage Cars,62,S18_2957
10126,46,73.7,14,3390.2,2018-05-28,1608,Shipped,Vintage Cars,62,S18_2957
10139,20,71.2,3,1424,2018-07-16,1560,Shipped,Vintage Cars,62,S18_2957
10150,30,49.97,11,1499.1,2018-09-19,1496,Shipped,Vintage Cars,62,S18_2957
10163,48,69.96,4,3358.08,2018-10-20,1466,Shipped,Vintage Cars,62,S18_2957
10173,28,53.72,2,1504.16,2018-11-05,1451,Shipped,Vintage Cars,62,S18_2957
10183,39,68.08,11,2655.12,2018-11-13,1444,Shipped,Vintage Cars,62,S18_2957
10193,24,51.84,3,1244.16,2018-11-21,1437,Shipped,Vintage Cars,62,S18_2957
10206,28,67.46,9,1888.88,2018-12-05,1424,Shipped,Vintage Cars,62,S18_2957
10215,31,58.71,6,1820.01,2019-01-29,1370,Shipped,Vintage Cars,62,S18_2957
10228,45,63.71,5,2866.95,2019-03-10,1331,Shipped,Vintage Cars,62,S18_2957
10244,24,58.09,3,1394.16,2019-04-29,1282,Shipped,Vintage Cars,62,S18_2957
10257,49,53.72,3,2632.28,2019-06-14,1237,Shipped,Vintage Cars,62,S18_2957
10269,32,63.08,1,2018.56,2019-07-16,1206,Shipped,Vintage Cars,62,S18_2957
10280,43,68.71,5,2954.53,2019-08-17,1175,Shipped,Vintage Cars,62,S18_2957
10291,37,50.59,14,1871.83,2019-09-08,1154,Shipped,Vintage Cars,62,S18_2957
10304,24,64.96,9,1559.04,2019-10-11,1122,Shipped,Vintage Cars,62,S18_2957
10312,35,53.72,6,1880.2,2019-10-21,1113,Shipped,Vintage Cars,62,S18_2957
10322,41,29.87,13,1224.67,2019-11-04,1100,Shipped,Vintage Cars,62,S18_2957
10332,26,114.58,17,2979.08,2019-11-17,1088,Shipped,Vintage Cars,62,S18_2957
10347,34,64.96,10,2208.64,2019-11-29,1077,Shipped,Vintage Cars,62,S18_2957
10357,49,70.58,5,3458.42,2019-12-10,1067,Shipped,Vintage Cars,62,S18_2957
10369,28,44.21,6,1237.88,2020-01-20,1027,Shipped,Vintage Cars,62,S18_2957
10392,37,59.96,3,2218.52,2020-03-10,978,Shipped,Vintage Cars,62,S18_2957
10423,31,53.72,3,1665.32,2020-05-30,898,In Process,Vintage Cars,62,S18_2957
10106,41,83.44,18,3421.04,2018-02-17,1732,Shipped,Ships,86,S18_3029
10119,21,89.46,9,1878.66,2018-04-28,1663,Shipped,Ships,86,S18_3029
10130,40,96.34,2,3853.6,2018-06-16,1615,Shipped,Ships,86,S18_3029
10143,46,74.84,13,3442.64,2018-08-10,1561,Shipped,Ships,86,S18_3029
10155,44,79.14,11,3482.16,2018-10-06,1505,Shipped,Ships,86,S18_3029
10167,46,73.12,7,3363.52,2018-10-23,1489,Cancelled,Ships,86,S18_3029
10178,41,81.72,10,3350.52,2018-11-08,1474,Shipped,Ships,86,S18_3029
10186,32,89.46,7,2862.72,2018-11-14,1469,Shipped,Ships,86,S18_3029
10197,46,87.74,4,4036.04,2018-11-26,1458,Shipped,Ships,86,S18_3029
10222,49,94.62,10,4636.38,2019-02-19,1374,Shipped,Ships,86,S18_3029
10248,21,73.98,1,1553.58,2019-05-07,1298,Cancelled,Ships,86,S18_3029
10262,32,84.3,15,2697.6,2019-06-24,1251,Cancelled,Ships,86,S18_3029
10273,34,98.06,2,3334.04,2019-07-21,1225,Shipped,Ships,86,S18_3029
10283,21,98.06,4,2059.26,2019-08-20,1196,Shipped,Ships,86,S18_3029
10296,21,96.34,13,2023.14,2019-09-15,1171,Shipped,Ships,86,S18_3029
10307,31,83.44,7,2586.64,2019-10-14,1143,Shipped,Ships,86,S18_3029
10316,21,94.62,15,1987.02,2019-11-01,1126,Shipped,Ships,86,S18_3029
10327,25,45.86,5,1146.5,2019-11-10,1118,Resolved,Ships,86,S18_3029
10338,28,82.58,3,2312.24,2019-11-22,1107,Shipped,Ships,86,S18_3029
